1402
121.84,2.31022
76.2675,3.2165
76.2675,3.2165
117.818,2.87871
236.514,3.9433
445.092,4.56974
116.082,4.97785
275.078,5.62385
275.078,5.62385
424.836,5.37208
215.16,6.01559
368.578,5.908
374.931,6.08875
298.574,7.50843
495.031,7.985
291.875,9.07029
291.875,9.07029
28.0399,9.49283
251.032,9.31915
137.763,10.0302
283.33,10.1777
61.2524,11.0779
217.695,10.5956
348.001,10.9503
378.981,11.3324
378.981,11.3324
490.198,11.6331
478.2,12.1837
478.2,12.1837
142.372,12.6337
206.892,14.0685
287.909,13.8463
314.783,14.573
85.9021,15.2226
85.9021,15.2226
147.782,14.7956
414.887,15.2606
414.887,15.2606
414.887,15.2606
439.726,16.1937
366.002,16.6627
146.807,17.5608
93.2681,17.9751
32.0059,18.6991
103.088,18.5988
103.088,18.5988
392.825,18.5527
106.529,18.7657
416.853,19.9583
57.0454,21.5923
57.0454,21.5923
94.5541,21.417
292.576,21.6413
22.2143,21.9406
326.704,22.9559
14.0391,23.5452
315.192,24.1168
278.936,24.2887
81.9404,25.454
81.9404,25.454
81.9404,25.454
174.099,25.9161
355.007,26.2814
40.9537,26.9233
49.8108,27.5316
303.773,27.2756
303.773,27.2756
77.1975,28.6128
77.1975,28.6128
129.478,28.5262
156.726,28.8578
156.726,28.8578
286.736,28.7958
146.729,29.5766
105.799,30.1284
110.032,29.7975
435.316,29.9615
435.316,29.9615
354.142,30.2729
77.9525,32.736
77.9525,32.736
316.998,32.344
445.111,33.1539
445.111,33.1539
119.009,33.9929
154.787,34.1009
438.376,35.6524
5.90995,36.0656
259.11,37.4358
259.11,37.4358
259.11,37.4358
74.9635,38.1597
92.5521,37.8082
129.915,39.4251
352.152,39.8898
26.4262,40.3918
118.051,40.6413
334.108,40.4379
440.419,40.6536
263.348,40.797
263.348,40.797
60.2786,42.4863
386.995,42.6798
48.2993,43.0233
221.285,42.9484
170.405,43.5934
268.126,43.4343
297.029,44.0561
45.4103,44.6864
106.654,44.5786
275.406,45.1408
275.406,45.1408
275.406,45.1408
398.841,45.0686
398.841,45.0686
496.592,44.8451
309.724,45.6801
137.614,46.8076
272.893,47.0717
451.823,47.0633
120.901,47.5953
212.412,48.2711
484.114,48.1402
484.114,48.1402
484.114,48.1402
48.3698,49.1593
135.84,49.9429
135.84,49.9429
164.271,50.0328
164.271,50.0328
288.387,50.3956
288.387,50.3956
63.4977,51.1197
115.511,51.0452
171.821,50.9775
41.6507,51.4204
35.9598,51.7862
423.631,52.0006
133.971,52.4915
7.04459,53.1206
7.04459,53.1206
169.687,53.0082
18.564,53.6063
65.557,53.5167
436.061,53.5858
189.129,54.5052
201.614,54.4274
234.877,54.7216
234.877,54.7216
69.1567,55.4429
85.1062,55.264
85.1062,55.264
108.871,55.8117
117.437,56.4844
406.186,56.5012
33.0258,56.8364
33.0258,56.8364
62.6933,57.8394
78.2821,58.228
237.491,57.9605
162.206,58.6201
202.167,58.5953
202.167,58.5953
227.666,58.3498
25.8865,58.8289
127.28,59.132
224.413,58.9202
36.1808,59.3018
29.4051,60.1223
62.2764,60.4676
157.277,60.2777
204.857,60.4647
146.225,60.9491
150.113,61.9066
280.601,62.4103
223.138,63.0772
313.637,62.7759
58.7812,64.9011
287.649,64.9502
402.111,65.4885
194.728,65.9287
204.588,66.7396
216.981,66.3867
27.9522,67.0289
162.829,67.4253
162.829,67.4253
259.506,67.3781
259.506,67.3781
359.326,68.4157
36.9978,68.6573
460.158,68.3644
251.929,69.0118
109.355,69.5414
292.795,69.449
2.64267,69.9665
19.5171,70.4789
177.349,70.3602
363.05,70.5773
26.8277,71.6788
69.6573,72.2073
114.882,71.9807
205.208,71.8276
436.884,72.104
149.904,72.4074
390.247,72.4415
126.962,73.0201
126.962,73.0201
126.962,73.0201
198.424,72.8767
92.3661,73.4209
165.806,73.8518
308.521,73.379
351.512,73.6842
35.6084,73.9862
130.988,74.231
85.8014,75.1117
105.447,75.512
389.356,75.2384
67.3126,76.4222
26.0083,76.9502
479.325,77.1821
226.95,78.1121
265.666,79.3284
455.126,78.8779
194.002,79.8755
194.002,79.8755
275.634,79.8572
335.055,80.0733
335.055,80.0733
152.525,81.0236
176.131,81.1499
69.9843,81.9534
206.59,82.6291
284.203,82.6836
102.121,82.8743
102.121,82.8743
220.907,82.8956
322.962,83.2132
322.962,83.2132
200.399,83.3707
248.992,83.4048
288.259,83.5135
299.843,83.2628
326.381,83.7207
78.7175,84.5726
387.162,85.004
498.11,84.9347
285.816,85.6131
376.704,85.4335
416.698,85.7406
298.33,86.0171
298.33,86.0171
464.124,85.9472
271.316,86.3754
17.5718,86.9173
330.728,86.9813
37.2833,87.7486
37.2833,87.7486
494.817,87.4263
295.526,88.489
29.2131,89.0416
371.296,89.233
13.0244,89.6328
242.979,89.9762
242.979,89.9762
242.979,89.9762
115.12,90.5462
142.888,90.5744
158.574,91.1289
201.439,90.8973
490.477,91.4361
475.87,92.0427
161.869,92.37
267.431,92.6727
267.431,92.6727
400.877,92.966
394.415,94.1933
394.415,94.1933
191.911,94.4018
93.6547,94.4835
380.071,95.6143
208.203,95.919
340.588,96.3768
340.588,96.3768
458.369,96.4928
434.449,96.7881
222.315,97.2
93.4531,97.9535
406.379,97.8247
77.302,98.7247
304.017,98.7005
437.279,98.445
151.894,98.83
234.394,98.8899
254.386,99.7465
434.594,100.073
392.023,100.584
404.082,100.475
401.902,100.754
138.363,101.408
