1798
124.859,2.49455
458.355,2.30332
322.685,3.03787
475.568,3.22437
236.444,3.60216
305.044,3.98454
384.126,4.24403
566,4.12874
7.40472,4.53355
7.40472,4.53355
45.4234,4.48723
45.4234,4.48723
73.5384,4.73367
379.177,4.36902
379.177,4.36902
15.1399,5.13896
194.082,5.59057
194.082,5.59057
215.982,6.10077
137.959,6.44439
359.419,6.44715
359.419,6.44715
545.723,7.18463
13.0546,7.53901
90.4206,7.81731
376.908,8.2753
474.115,8.37389
479.619,8.532
479.619,8.532
386.542,9.14788
389.931,9.16653
119.836,9.31797
284.129,9.60889
526.259,9.39957
74.2709,10.2302
74.2709,10.2302
115.877,9.90423
555.912,9.96006
234.5,10.9513
338.557,11.2799
443.092,11.5716
114.082,11.9778
273.075,12.6453
273.075,12.6453
422.837,12.4003
213.122,13.0321
366.562,12.9083
372.841,13.1339
296.589,14.4626
296.589,14.4626
253.93,15.0243
493.042,14.9991
472.53,15.5184
499.142,15.9617
499.142,15.9617
25.9545,16.4872
249.069,16.3384
210.245,16.9573
281.348,17.1696
100.937,17.7478
59.297,18.0777
215.657,17.6573
346.032,17.9561
376.991,18.3501
376.991,18.3501
394.93,18.3567
488.195,18.6409
476.214,19.1806
476.214,19.1806
140.368,19.6205
544.823,19.3518
571.157,19.3104
571.157,19.3104
561.117,20.1855
363.282,20.4877
204.875,21.0491
285.931,20.8544
502.7,20.9369
502.7,20.9369
312.772,21.5862
83.9112,22.2356
83.9112,22.2356
145.779,21.798
145.779,21.798
412.891,22.2631
412.891,22.2631
412.891,22.2631
437.726,23.1927
363.983,23.6596
144.826,24.5662
524.282,24.501
91.2562,24.9755
30.0086,25.6861
101.081,25.6075
101.081,25.6075
390.82,25.5356
104.513,25.7536
414.83,26.9618
540.379,27.698
55.1048,28.5693
55.1048,28.5693
92.5597,28.4212
290.574,28.6506
20.2374,28.9326
456.996,28.8982
324.711,29.9554
12.0629,30.5101
313.178,31.1079
276.965,31.2768
558.994,32.0121
79.9421,32.4629
79.9421,32.4629
79.9421,32.4629
519.136,32.4696
353.007,33.311
545.953,33.3972
38.9517,33.9606
301.774,34.2702
301.774,34.2702
231.759,35.244
278.878,35.0635
533.263,34.9959
533.263,34.9959
75.2068,35.6305
75.2068,35.6305
154.728,35.8614
154.728,35.8614
284.73,35.8008
144.727,36.5782
103.812,37.1258
108.028,36.8038
433.313,36.9597
433.313,36.9597
352.126,37.2844
575.335,37.4771
575.335,37.4771
75.9487,39.7466
75.9487,39.7466
314.994,39.3612
443.103,40.1615
443.103,40.1615
158.04,40.4121
117.004,41.0131
152.792,41.0757
537.424,42.0695
436.377,42.6533
3.91256,43.0574
256.98,44.5687
256.98,44.5687
256.98,44.5687
552.64,44.5559
72.9646,45.1616
90.5502,44.8186
127.886,46.2862
350.147,46.8777
506.919,46.954
24.4194,47.3848
116.042,47.6323
332.108,47.442
438.424,47.6443
261.354,47.7909
261.354,47.7909
537.697,48.9026
58.2957,49.4842
385.011,49.6883
46.3138,50.0017
219.275,50.0081
168.395,50.6488
266.187,50.4231
295.041,51.0741
31.2478,51.4635
104.657,51.5685
273.402,52.16
273.402,52.16
273.402,52.16
396.835,52.0745
396.835,52.0745
494.592,51.8457
548.072,51.8022
307.724,52.6468
192.61,53.6216
192.61,53.6216
192.61,53.6216
576.075,53.2673
135.571,53.8536
270.885,54.0792
449.824,54.0637
118.887,54.5944
267.25,54.8575
482.135,55.1567
482.135,55.1567
482.135,55.1567
210.438,55.2933
46.344,56.1665
133.795,56.9558
133.795,56.9558
162.277,57.0313
162.277,57.0313
286.369,57.4106
286.369,57.4106
61.4869,58.0473
113.515,58.054
509.105,58.1242
39.6524,58.4215
33.9613,58.7844
421.601,58.9208
131.93,59.4565
5.03311,60.136
5.03311,60.136
167.702,60.0186
16.5534,60.6043
63.5893,60.4512
434.086,60.6059
510.008,60.8049
79.9878,61.6055
187.159,61.4942
199.583,61.4192
232.858,61.6882
232.858,61.6882
67.1759,62.4104
83.105,62.2775
83.105,62.2775
226.209,62.5665
106.879,62.8341
404.164,63.5279
558.258,63.568
558.258,63.568
31.0609,63.8111
31.0609,63.8111
60.6288,64.8309
76.2391,65.1994
235.519,64.9383
499.913,65.2304
504.765,65.2352
160.227,65.6164
200.157,65.5915
200.157,65.5915
225.652,65.3563
23.8878,65.8297
125.291,66.1345
222.407,65.9267
34.1627,66.299
502.354,66.5436
